Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
"Gen-Prob E-Greedy (m=375, e=0.1)",77.75,440.79,"1,634",77.5,3.1253,2.6157,3.03,2.4248,0.0,2.5932,2.4963,0.5095666399864873,0.6051625438307271,0.75,0.25,0.0,500,30,375.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=375, e=0.4)",77.75,441.06,"1,634",77.5,3.1253,2.6157,3.0388,2.5798,0.0,2.5932,2.5079,0.5095666399864873,0.4589409410181395,0.5,0.25,0.0,500,30,375.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=375, e=0.6)",77.75,441.2,"1,634",77.5,3.1253,2.6157,3.0322,2.6268,0.0,2.5932,2.5009,0.5095666399864873,0.4054301278288172,0.5,0.25,0.0,500,30,375.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=250, e=0.8)",77.5,440.2,"1,517",77.0,3.1444,2.6396,3.0127,2.6032,0.0,2.6076,2.478,0.5047247348566901,0.4095371196339719,4.0,0.5,0.0,500,30,250.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=375, e=1.0)",77.5,441.08,"1,634",77.5,3.1253,2.6157,3.0084,2.5961,0.0,2.5932,2.4733,0.5095666399864873,0.4122928773099996,0.75,0.25,0.25,500,30,375.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=250, e=1.0)",77.25,440.45,"1,517",77.0,3.1444,2.6396,3.0074,2.5497,0.0,2.6076,2.4706,0.5047247348566901,0.4577093507930616,2.75,0.25,0.0,500,30,250.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=250, e=0.2)",68.5,410.45,"1,645",65.75,2.8517,2.4824,2.7489,2.4342,0.0,2.0283,1.9768,0.3693631983874654,0.3146792496948176,9.75,2.75,0.0,500,40,250.0,0.2,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=250, e=0.4)",67.5,408.5,"1,645",65.75,2.8517,2.4824,2.7403,2.4685,0.0,2.0283,1.9493,0.3693631983874654,0.2717843829013597,10.5,1.7500000000000002,0.0,500,40,250.0,0.4,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=250, e=0.1)",67.25,408.25,"1,645",65.75,2.8517,2.4824,2.7423,2.3857,0.0,2.0283,1.9466,0.3693631983874654,0.3566070025874293,12.25,1.5,0.0,500,40,250.0,0.1,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.6)",67.25,410.29,"1,645",65.75,2.8517,2.4824,2.7426,2.4959,0.0,2.0283,1.941,0.3693631983874654,0.2466421806019143,11.5,2.0,0.5,500,40,250.0,0.6,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=1.0)",67.25,406.92,"1,645",65.75,2.8517,2.4824,2.7499,2.4612,0.0,2.0283,1.9476,0.3693631983874654,0.2886958434692852,11.0,2.5,1.0,500,40,250.0,1.0,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.0)",67.0,409.5,"2,500",67.0,2.7316,2.3763,2.7316,2.3763,0.0,1.9242,1.9242,0.3552989517754348,0.3552989517754348,0.0,0.0,0.0,500,40,250.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),67.0,409.5,"2,500",67.0,2.7316,2.3763,2.7316,2.3763,0.0,1.9242,1.9242,0.3552989517754348,0.3552989517754348,0.0,0.0,0.0,500,40,,,Baseline,0.0
"Gen-Prob E-Greedy (m=375, e=0.1)",67.0,408.85,"1,783",66.5,2.8024,2.452,2.7224,2.3794,0.0,1.9904,1.924,0.3504608986859794,0.342990791273849,2.5,0.5,0.0,500,40,375.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.0)",67.0,408.02,"1,645",65.75,2.8517,2.4824,2.8849,2.4253,0.0,2.0283,2.0668,0.3693631983874654,0.459651070018293,9.75,1.25,0.0,500,40,375.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.2)",67.0,407.72,"1,783",66.5,2.8024,2.452,2.7299,2.416,0.0,1.9904,1.9201,0.3504608986859794,0.3139097451062786,2.5,0.5,0.0,500,40,375.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.4)",66.5,406.39,"1,783",66.5,2.8024,2.452,2.7338,2.4726,0.0,1.9904,1.9175,0.3504608986859794,0.2611889287033193,2.5,0.0,0.0,500,40,375.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=375, e=0.6)",66.5,407.76,"1,783",66.5,2.8024,2.452,2.7319,2.4988,0.0,1.9904,1.9257,0.3504608986859794,0.2330713500337964,3.75,1.0,1.0,500,40,375.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=250, e=0.8)",66.0,405.87,"1,645",65.75,2.8517,2.4824,2.7177,2.495,0.0,2.0283,1.9119,0.3693631983874654,0.2227070326170146,9.75,1.25,1.0,500,40,250.0,0.8,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=375, e=0.8)",65.0,408.36,"1,783",66.5,2.8024,2.452,2.7103,2.4817,0.0,1.9904,1.8994,0.3504608986859794,0.2285597303860376,3.75,0.0,1.5,500,40,375.0,0.8,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=375, e=1.0)",64.5,408.79,"1,783",66.5,2.8024,2.452,2.7135,2.4621,0.0,1.9904,1.9039,0.3504608986859794,0.2514229106398318,4.5,0.5,2.5,500,40,375.0,1.0,Gen-Prob E-Greedy,-2.5
